### MNXref Version 18/02/2013 ###
#
#FILE:	reac_xref.tsv
#
#RESOURCE:	Rhea
#PREFIX:	rhea
#URL:	http://www.ebi.ac.uk/rhea/
#VERSION:	38
#LICENSE:	All data in Rhea is freely accessible and available for anyone to use. 
#	(http://www.ebi.ac.uk/rhea/about.xhtml) 
#
#RESOURCE:	KEGG
#PREFIX:	kegg
#URL:	http://www.kegg.jp
#VERSION:	11/02/2013
#LICENSE:	Academic users may freely use the KEGG website and may also freely link 
#	to the KEGG website. 
#	Non-academic users may use the KEGG website as end users for non-commercial purposes, 
#	but any other use requires a license agreement. 
#	Academic users who utilize KEGG for providing academic services are requested 
#	to obtain a KEGG FTP subscription for organizational use, which includes a proper 
#	license agreement. 
#	Non-academic users and Academic users intending to use KEGG for commercial purposes 
#	are requested to obtain a license agreement through KEGG's exclusive licensing 
#	agent, Pathway Solutions. 
#	(http://www.kegg.jp/kegg/legal.html) 
#
#RESOURCE:	MetaCyc
#PREFIX:	metacyc
#URL:	http://metacyc.org
#VERSION:	Version 16.5
#LICENSE:	MetaCyc data are free and open for all users. 
#	(http://biocyc.org/download.shtml) 
#
#RESOURCE:	UniPathway
#PREFIX:	upa
#URL:	http://www.unipathway.org
#VERSION:	UniPathway Release 2012_04
#LICENSE:	All data in UniPathway is freely accessible and available for anyone to 
#	use. 
#
#RESOURCE:	The Seed
#PREFIX:	seed
#URL:	http://www.theseed.org
#VERSION:	12/02/2013
#LICENSE:	All tools and datasets that make up the SEED are in the public domain. 
#	(http://www.theseed.org/wiki/DownloadPage) 
#
#RESOURCE:	BiGG
#PREFIX:	bigg
#URL:	http://bigg.ucsd.edu
#VERSION:	10/12/2012
#LICENSE:	Permission to use, copy, modify and distribute any part of this BiGG Database 
#	for educational, research and non-profit purposes, without fee, and without a 
#	written agreement is granted, provided that the above copyright notice, this paragraph 
#	and the following three paragraphs appear in all copies. 
#	Those desiring to incorporate this BiGG database into commercial products or use 
#	for commercial purposes should contact the Technology Transfer & Intellectual 
#	Property Services, University of California, San Diego, 9500 Gilman Drive, Mail 
#	Code 0910, La Jolla, CA 92093-0910, Ph: (858) 534-5815, FAX: (858) 534-7345, e-mail:invent@ucsd.edu. 
#	IN NO EVENT SHALL THE UNIVERSITY OF CALIFORNIA BE LIABLE TO ANY PARTY FOR DIRECT, 
#	INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL DAMAGES, INCLUDING LOST PROFITS, 
#	ARISING OUT OF THE USE OF THIS BIGG DATABASE, EVEN IF THE UNIVERSITY OF CALIFORNIA 
#	HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE. 
#	THE BIGG DATABASE PROVIDED HEREIN IS ON AN "AS IS" BASIS, AND THE UNIVERSITY OF 
#	CALIFORNIA HAS NO OBLIGATION TO PROVIDE MAINTENANCE, SUPPORT, UPDATES, ENHANCEMENTS, 
#	OR MODIFICATIONS. THE UNIVERSITY OF CALIFORNIA MAKES NO REPRESENTATIONS AND EXTENDS 
#	NO WARRANTIES OF ANY KIND, EITHER IMPLIED OR EXPRESS, INCLUDING, BUT NOT LIMITED 
#	TO, THE IMPLIED WARRANTIES OF MERCHANTABILITY OR FITNESS FOR A PARTICULAR PURPOSE, 
#	OR THAT THE USE OF THE BIGG DATABASE WILL NOT INFRINGE ANY PATENT, TRADEMARK OR 
#	OTHER RIGHTS. 
#	(http://bigg.ucsd.edu/) 
#
#RESOURCE:	BioPath
#PREFIX:	biopath
#URL:	http://www.molecular-networks.com/biopath
#VERSION:	12/02/2013
#LICENSE:	Academic users may use BioPath without paying any license fee. 
#	Any users intending to use the BioPath database for commercial purposes have to 
#	obtain a license. 
#	(http://www.molecular-networks.com/node/2) 
#
#RESOURCE:	Reactome
#PREFIX:	reactome
#URL:	http://www.reactome.org
#VERSION:	12/02/2013
#LICENSE:	Reactome is a free and open-source project, and you are free to download 
#	Reactome software and data. 
#	 The contents of Reactome are copyright (c) 2003-2010 Cold Spring Harbor Laboratory 
#	(CSHL), Ontario Institute for Cancer Research (OICR) and the European Bioinformatics 
#	Institute (EBI). 
#	 The software and information contents are distributed under the terms of the 
#	Creative Commons Attribution 3.0 Unported License, which grants parties the non-exclusive 
#	right to use, distribute and create derivative works based on Reactome, provided 
#	that the software and information is correctly attributed to CSHL, OICR and EBI. 
#	(http://www.reactome.org/static_wordpress/license-agreement/) 
#
#RESOURCE:	BRENDA
#PREFIX:	brenda
#URL:	http://www.brenda-enzymes.org
#VERSION:	12/02/2013
#LICENSE:	Access to information contained in BRENDA is granted free of charge. 
#	Any inclusion of BRENDA components into other data bases, or redistribution of 
#	BRENDA requires a license 
#	(http://www.brenda-enzymes.org/information/copy.php4) 
#
#
#XREF	MNX_ID
bigg:OMMBLHX3	MNXR3965
bigg:OMMBLHX6m	MNXR3966
bigg:OMPDC	MNXR3967
bigg:OMPHHX	MNXR3968
bigg:OMPHHX3	MNXR3969
bigg:OMPHHX6m	MNXR3970
bigg:ONPTHLte	MNXR3971
bigg:OOR3	MNXR3972
bigg:OOR3r	MNXR3972
bigg:OORr	MNXR3973
bigg:OP4ENH	MNXR3976
bigg:OP4ENH2	MNXR55808
bigg:OP4ENH3	MNXR3976
bigg:OPAH	MNXR33124
bigg:OPAHir	MNXR33124
bigg:OPHBDC	MNXR3978
bigg:OPHBDC6	MNXR55809
bigg:OPHHX	MNXR3980
bigg:OPHHX3	MNXR3981
bigg:OPHHX6	MNXR3982
bigg:ORETNF	MNXR3983
bigg:ORETNF2	MNXR3984
bigg:ORETNtn	MNXR1655
bigg:ORETNtn2	MNXR1638
bigg:ORNCD	MNXR51004
bigg:ORNDC	MNXR32049
bigg:ORNTA	MNXR32050
bigg:ORNTAC	MNXR32051
bigg:ORNTACim	MNXR32051
bigg:ORNTArm	MNXR32050
bigg:ORNabc	MNXR51005
bigg:ORNabcpp	MNXR51005
bigg:ORNt	MNXR32053
bigg:ORNt2r	MNXR32054
bigg:ORNt3m	MNXR32054
bigg:ORNt4m	MNXR32055
bigg:ORNtex	MNXR32053
bigg:ORNtiDF	MNXR32053
bigg:OROATP	MNXR3993
bigg:OROTt2_2pp	MNXR3994
bigg:OROTtex	MNXR3995
bigg:ORPT	MNXR55810
bigg:OXACOAL	MNXR3997
bigg:OXADC	MNXR3998
bigg:OXAGm	MNXR55811
bigg:OXAHCOtex	MNXR32057
bigg:OXAMTC	MNXR4001
bigg:OXAtp	MNXR4002
bigg:OXCDC	MNXR5981
bigg:OXGDC	MNXR4004
bigg:OXGDC2	MNXR55812
bigg:OXO2Ctm	MNXR55813
bigg:OXOADLR	MNXR32060
bigg:OXOAEL	MNXR4008
bigg:OXPTNDH	MNXR4009
bigg:P-XYLtpp	MNXR4010
bigg:P-Xylt1	MNXR4010
bigg:P45011A1m	MNXR4011
bigg:P45011B11m	MNXR4012
bigg:P45011B12m	MNXR4013
bigg:P45011B21m	MNXR4014
bigg:P45017A1r	MNXR4015
bigg:P45017A2r	MNXR4016
bigg:P45017A3r	MNXR4017
bigg:P45017A4r	MNXR4018
bigg:P45019A1r	MNXR4019
bigg:P45019A2r	MNXR4020
bigg:P4501B1r	MNXR10292
bigg:P45021A1r	MNXR4022
bigg:P45021A2r	MNXR4023
bigg:P45027A11m	MNXR5555
bigg:P45027A12m	MNXR24910
bigg:P45027A13m	MNXR55814
bigg:P45027A14m	MNXR4027
bigg:P45027A15m	MNXR4028
bigg:P45027A16m	MNXR55815
bigg:P45027A1m	MNXR4030
bigg:P4502A6	MNXR4031
bigg:P4502C18	MNXR4032
bigg:P4502C19	MNXR4033
bigg:P4502C8	MNXR4034
bigg:P4502C9	MNXR4035
bigg:P4502C92	MNXR4036
bigg:P4502C93	MNXR4037
bigg:P4502C94	MNXR4038
bigg:P4502D6	MNXR4039
bigg:P4502E1	MNXR12366
bigg:P4502F1	MNXR4041
bigg:P45039A1r	MNXR55816
bigg:P4503A4	MNXR4043
bigg:P4503A43r	MNXR32065
bigg:P4503A5	MNXR55817
bigg:P4503A7r	MNXR4046
bigg:P45046A1r	MNXR17195
bigg:P4504B1r	MNXR4048
bigg:P4504F121r	MNXR4049
bigg:P4504F122r	MNXR32066
bigg:P4504F123r	MNXR4051
bigg:P4504F81r	MNXR4052
bigg:P4507A1r	MNXR4053
bigg:P4507B11r	MNXR4054
bigg:P4507B12r	MNXR4055
bigg:P4508B11r	MNXR55818
bigg:P4508B13r	MNXR55819
bigg:P450LTB4r	MNXR32067
bigg:P450SCC1m	MNXR4059
bigg:P5CD	MNXR32068
bigg:P5CDm	MNXR32068
bigg:P5CR	MNXR55820
bigg:P5CRm	MNXR55820
bigg:P5CRx	MNXR4062
bigg:P5CRxm	MNXR4062
bigg:PA120abcpp	MNXR4063
bigg:PA140abcpp	MNXR4064
bigg:PA141abcpp	MNXR4065
bigg:PA160abcpp	MNXR4066
bigg:PA161abcpp	MNXR4067
bigg:PA180abcpp	MNXR4068
bigg:PA181abcpp	MNXR4069
bigg:PABB	MNXR4070
bigg:PACALDt2rpp	MNXR4071
bigg:PACALDtex	MNXR4072
bigg:PACCOAL	MNXR4073
bigg:PACCOAL2	MNXR55821
bigg:PACCOAL3	MNXR4075
bigg:PACCOALr	MNXR4073
bigg:PACt2r	MNXR4076
bigg:PACt3	MNXR4077
bigg:PACtex	MNXR4078
bigg:PAFH	MNXR4079
bigg:PAFHe	MNXR4079
bigg:PAFS	MNXR4080
bigg:PAIL45P_HStn	MNXR4081
bigg:PAIL4P_HStn	MNXR4082
bigg:PAIL_HStn	MNXR4083
bigg:PAK_SC	MNXR4084
bigg:PALASA_SA2	MNXR4085
bigg:PAN4PP	MNXR4086
bigg:PAN4Ptm	MNXR4087
bigg:PANTS	MNXR4088
bigg:PANTtm	MNXR4089
bigg:PAPA120	MNXR4090
bigg:PAPA120pp	MNXR4090
bigg:PAPA140	MNXR4091
bigg:PAPA140pp	MNXR4091
bigg:PAPA141	MNXR4092
bigg:PAPA141pp	MNXR4092
bigg:PAPA160	MNXR4093
bigg:PAPA160pp	MNXR4093
bigg:PAPA161	MNXR4094
bigg:PAPA161pp	MNXR4094
bigg:PAPA180	MNXR4095
bigg:PAPA180pp	MNXR4095
bigg:PAPA181	MNXR4096
bigg:PAPA181pp	MNXR4096
bigg:PAPA_EC	MNXR51010
bigg:PAPA_SA	MNXR4098
bigg:PAPPT1	MNXR4099
bigg:PAPPT2	MNXR55822
bigg:PAPPT3	MNXR4101
bigg:PAPR	MNXR4102
bigg:PAPSR	MNXR4102
bigg:PAPSR2	MNXR55823
bigg:PAPStg	MNXR4104
bigg:PAPt	MNXR4105
bigg:PAPtg	MNXR4105
bigg:PAPtm	MNXR4105
bigg:PASYN_EC	MNXR47412
bigg:PASYN_HP	MNXR47413
bigg:PASYN_SA	MNXR4108
bigg:PATS	MNXR4109
bigg:PA_HSter	MNXR4110
bigg:PA_HStg	MNXR4110
bigg:PA_HStn	MNXR4110
bigg:PAtm_SC	MNXR4111
bigg:PC	MNXR55824
bigg:PC11M	MNXR4113
bigg:PC17M	MNXR4114
bigg:PC20M	MNXR32098
bigg:PC6AR	MNXR32809
bigg:PC6YM	MNXR32100
bigg:PC8XM	MNXR32101
bigg:PCADYOX	MNXR4119
bigg:PCFLOPm	MNXR4120
bigg:PCHOLP_hs	MNXR4121
bigg:PCHOLPg_hs	MNXR4121
bigg:PCHOLPm_hs	MNXR4121
bigg:PCHOLPr_hs	MNXR4121
bigg:PCHOL_HSter	MNXR4122
bigg:PCHOL_HStg	MNXR4122
bigg:PCLAD	MNXR55825
bigg:PCLYSOX	MNXR55826
bigg:PCREATtmdiffir	MNXR4125
bigg:PCRNtc	MNXR4126
bigg:PCRNtm	MNXR4126
bigg:PCm	MNXR55824
bigg:PCt	MNXR4120
bigg:PDE1	MNXR4127
bigg:PDE1g	MNXR4127
bigg:PDE2	MNXR32106
bigg:PDE3	MNXR32107
bigg:PDE4	MNXR4130
bigg:PDE4g	MNXR4130
bigg:PDE4n	MNXR4130
bigg:PDE5	MNXR4131
bigg:PDH	MNXR4132
bigg:PDH2	MNXR55827
bigg:PDHa	MNXR4134
bigg:PDHbr	MNXR55828
bigg:PDHc	MNXR55548
bigg:PDHcm	MNXR55548
bigg:PDHcr	MNXR55548
bigg:PDHm	MNXR4132
bigg:PDIMAS	MNXR4136
bigg:PDIMAT	MNXR4137
bigg:PDX5PO	MNXR4138
bigg:PDX5PO2	MNXR4139
bigg:PDX5POi	MNXR4138
bigg:PDX5PS	MNXR4140
bigg:PDXPP	MNXR4141
bigg:PE120abcpp	MNXR4142
bigg:PE140abcpp	MNXR4143
bigg:PE141abcpp	MNXR4144
bigg:PE160abcpp	MNXR4145
bigg:PE161abcpp	MNXR4146
bigg:PE180abcpp	MNXR4147
bigg:PE181abcpp	MNXR4148
bigg:PEAMNO	MNXR4149
bigg:PEAMNOpp	MNXR4149
bigg:PEAMNtex	MNXR4150
bigg:PECGONCOATr	MNXR55829
bigg:PEFLIP	MNXR4152
bigg:PEFLIPm	MNXR4152
bigg:PENTSOtex	MNXR4153
bigg:PEPAT	MNXR55830
bigg:PEPCK	MNXR55831
bigg:PEPCK_re	MNXR55831
bigg:PEPCKm	MNXR55831
bigg:PEPDt3	MNXR55832
bigg:PEPLYStn	MNXR4157
bigg:PEPT_EC	MNXR32125
bigg:PEPT_HP	MNXR4159
bigg:PERD	MNXR4160
bigg:PERILLYLte	MNXR4161
bigg:PEROXx	MNXR4162
bigg:PETHCT	MNXR4163
bigg:PETNT161pp	MNXR4164
bigg:PETNT181pp	MNXR4165
bigg:PETOHM_SC	MNXR32126
bigg:PETOHMm_hs	MNXR4167
bigg:PETOHMr_hs	MNXR4167
bigg:PE_HSter	MNXR4168
bigg:PE_HStg	MNXR4168
bigg:PE_HStm	MNXR4168
bigg:PEtg_SC	MNXR32127
bigg:PEtm_SC	MNXR32127
bigg:PEtv_SC	MNXR32127
bigg:PFK	MNXR39694
bigg:PFK26	MNXR33784
bigg:PFK_(adp)	MNXR39702
bigg:PFK_2	MNXR4173
bigg:PFK_3	MNXR4174
bigg:PFL	MNXR4175
bigg:PFLr	MNXR4175
bigg:PG120abcpp	MNXR4176
bigg:PG140abcpp	MNXR4177
bigg:PG141abcpp	MNXR4178
bigg:PG160abcpp	MNXR4179
bigg:PG161abcpp	MNXR4180
bigg:PG180abcpp	MNXR4181
bigg:PG181abcpp	MNXR4182
bigg:PGAMT	MNXR4183
bigg:PGCD	MNXR4184
bigg:PGCDr	MNXR4184
bigg:PGDI	MNXR4185
bigg:PGDIr	MNXR4185
bigg:PGESr	MNXR4186
bigg:PGI	MNXR31472
bigg:PGISr	MNXR4188
bigg:PGK	MNXR4189
bigg:PGL	MNXR4190
bigg:PGLCNDH	MNXR4191
bigg:PGLS	MNXR4192
bigg:PGLYCP	MNXR4193
bigg:PGLYSA_SA2	MNXR4194
bigg:PGLer	MNXR4190
bigg:PGM	MNXR4195
bigg:PGMT	MNXR53829
bigg:PGP120abcpp	MNXR4197
bigg:PGP140abcpp	MNXR4198
bigg:PGP141abcpp	MNXR4199
bigg:PGP160abcpp	MNXR4200
bigg:PGP161abcpp	MNXR4201
bigg:PGP180abcpp	MNXR4202
bigg:PGP181abcpp	MNXR4203
bigg:PGPP120	MNXR4204
bigg:PGPP120pp	MNXR4204
bigg:PGPP140	MNXR4205
bigg:PGPP140pp	MNXR4205
bigg:PGPP141	MNXR4206
bigg:PGPP141pp	MNXR4206
bigg:PGPP160	MNXR4207
bigg:PGPP160190	MNXR4208
bigg:PGPP160pp	MNXR4207
bigg:PGPP161	MNXR4209
bigg:PGPP161pp	MNXR4209
bigg:PGPP180	MNXR4210
bigg:PGPP180pp	MNXR4210
bigg:PGPP181	MNXR4211
bigg:PGPP181pp	MNXR4211
bigg:PGPP190	MNXR4212
bigg:PGPPAm_SC	MNXR51014
bigg:PGPPT	MNXR4214
bigg:PGPPT3	MNXR4215
bigg:PGPP_EC	MNXR4216
bigg:PGPP_HP	MNXR4217
bigg:PGPP_SA	MNXR4218
bigg:PGPP_hs	MNXR4219
bigg:PGS	MNXR4220
bigg:PGSA120	MNXR4221
bigg:PGSA140	MNXR4222
bigg:PGSA141	MNXR4223
bigg:PGSA160	MNXR4224
bigg:PGSA160190	MNXR4225
bigg:PGSA161	MNXR4226
bigg:PGSA180	MNXR4227
bigg:PGSA181	MNXR4228
bigg:PGSA190	MNXR4229
bigg:PGSA_EC	MNXR4230
bigg:PGSA_HP	MNXR4231
bigg:PGSA_SA	MNXR4232
bigg:PGSr	MNXR4220
bigg:PHA	MNXR4233
bigg:PHACCOAGLNAC	MNXR4234
bigg:PHACOAOR	MNXR55833
bigg:PHAPC100	MNXR1777
bigg:PHAPC120	MNXR1778
bigg:PHAPC121	MNXR1779
bigg:PHAPC140	MNXR1780
bigg:PHAPC141	MNXR1781
bigg:PHAPC60	MNXR1782
bigg:PHAPC80	MNXR1783
bigg:PHCD	MNXR26532
bigg:PHCDm	MNXR26532
bigg:PHCHGS	MNXR4237
bigg:PHCHGSm	MNXR4237
bigg:PHDCATA	MNXR47414
bigg:PHDCAt	MNXR4239
bigg:PHEACGLNt	MNXR4240
bigg:PHEMEabcpp	MNXR55623
bigg:PHEMEt	MNXR55834
bigg:PHEMEtiex	MNXR55834
bigg:PHEMEtm	MNXR55834
bigg:PHETA1	MNXR32168
bigg:PHETA1m	MNXR32168
bigg:PHETHPTOX	MNXR4243
bigg:PHETHPTOX2	MNXR55835
bigg:PHETRS	MNXR48614
bigg:PHETRSm	MNXR48614
bigg:PHEt2m	MNXR4246
bigg:PHEt2r	MNXR4246
bigg:PHEt2rpp	MNXR4246
bigg:PHEt4	MNXR4247
bigg:PHEtec	MNXR4248
bigg:PHEtex	MNXR4248
bigg:PHTHCLR1	MNXR4249
bigg:PHTHCLR2	MNXR4250
bigg:PHTHCLS	MNXR4251
bigg:PHTHDLS	MNXR4252
bigg:PHTHDLS2	MNXR4253
bigg:PHTHS	MNXR4254
bigg:PHTHS2	MNXR4255
bigg:PHTO	MNXR4256
bigg:PHYCBOXL	MNXR4257
bigg:PHYHx	MNXR55836
bigg:PHYQt	MNXR55837
bigg:PHYTSpp	MNXR4260
bigg:PHYTt	MNXR4261
bigg:PI345P3P	MNXR51016
bigg:PI345P3Pn	MNXR51016
bigg:PI345P5P	MNXR51017
bigg:PI345P5Pn	MNXR51017
bigg:PI34P3Pn	MNXR51018
bigg:PI34P4Pn	MNXR51019
bigg:PI34P5K	MNXR51020
bigg:PI34P5Kn	MNXR51020
bigg:PI35P3P	MNXR4267
bigg:PI3P3Pn	MNXR51021
bigg:PI3P4K	MNXR51022
bigg:PI3P4K_SC	MNXR4270
bigg:PI3P4Kn	MNXR51022
bigg:PI3P5K	MNXR51023
bigg:PI3PP	MNXR51021
bigg:PI45BPP_SC	MNXR32186
bigg:PI45P3K	MNXR51024
bigg:PI45P3Kn	MNXR51024
bigg:PI45P4P	MNXR4274
bigg:PI45P5P	MNXR4275
bigg:PI45P5Pn	MNXR4275
bigg:PI45PLC	MNXR4276
bigg:PI45PLCn	MNXR4276
bigg:PI4P3K	MNXR51025
bigg:PI4P3Ker	MNXR51025
bigg:PI4P3Kn	MNXR51025
bigg:PI4P4Pn	MNXR4278
bigg:PI4P5K	MNXR4279
bigg:PI4P5K_SC	MNXR51026
bigg:PI4P5Kn	MNXR4279
bigg:PI4PLC	MNXR4281
bigg:PI4PLCn	MNXR4281
bigg:PI4PP	MNXR4278
bigg:PI5P3K	MNXR4282
bigg:PI5P3Ker	MNXR4282
bigg:PI5P4K	MNXR4283
bigg:PI5P4Kn	MNXR4283
bigg:PIACGT	MNXR55838
bigg:PIK3	MNXR51027
bigg:PIK3er	MNXR51027
bigg:PIK3n	MNXR51027
bigg:PIK4	MNXR4286
bigg:PIK4n	MNXR4286
bigg:PIK5	MNXR4287
bigg:PIK5n	MNXR4287
bigg:PIMEtr	MNXR4288
bigg:PIN3K_SC	MNXR4289
bigg:PIN4K_SC	MNXR4290
bigg:PIN4Kn_SC	MNXR4290
bigg:PINOS_SC	MNXR32202
bigg:PIPLC	MNXR4292
bigg:PIPLCn	MNXR4292
bigg:PIabc	MNXR4293
bigg:PIt	MNXR4294
bigg:PIt2m	MNXR4295
bigg:PIt2n	MNXR4295
bigg:PIt2p	MNXR4295
bigg:PIt2r	MNXR4295
bigg:PIt2rpp	MNXR4295
bigg:PIt2v	MNXR4295
bigg:PIt5m	MNXR4296
bigg:PIt7	MNXR4297
bigg:PIt7ir	MNXR4297
bigg:PIt8	MNXR4298
bigg:PIt9	MNXR4299
bigg:PIter	MNXR4294
bigg:PItex	MNXR4294
bigg:PItg	MNXR4294
bigg:PItn	MNXR4294
bigg:PItx	MNXR4294
bigg:PIuabcpp	MNXR4293
bigg:PLA2	MNXR4300
bigg:PLA2_2	MNXR4301
bigg:PLA2_2e	MNXR4301
bigg:PLCD	MNXR4302
bigg:PLEUSA_SA2	MNXR4303
bigg:PLIPA1	MNXR51028
bigg:PLIPA1A120pp	MNXR4305
bigg:PLIPA1A140pp	MNXR4306
bigg:PLIPA1A141pp	MNXR51029
bigg:PLIPA1A160pp	MNXR4308
bigg:PLIPA1A161pp	MNXR4309
bigg:PLIPA1A180pp	MNXR4310
bigg:PLIPA1A181pp	MNXR4311
bigg:PLIPA1E120pp	MNXR4312
bigg:PLIPA1E140pp	MNXR4313
bigg:PLIPA1E141pp	MNXR51030
bigg:PLIPA1E160	MNXR4315
bigg:PLIPA1E160pp	MNXR4315
bigg:PLIPA1E161pp	MNXR4316
bigg:PLIPA1E180	MNXR4317
bigg:PLIPA1E180pp	MNXR4317
bigg:PLIPA1E181pp	MNXR4318
bigg:PLIPA1G120pp	MNXR4319
bigg:PLIPA1G140pp	MNXR4320
bigg:PLIPA1G141pp	MNXR51031
bigg:PLIPA1G160pp	MNXR4322
bigg:PLIPA1G161pp	MNXR4323
bigg:PLIPA1G180pp	MNXR4324
bigg:PLIPA1G181pp	MNXR4325
bigg:PLIPA2	MNXR51032
bigg:PLIPA2A120pp	MNXR4327
bigg:PLIPA2A140pp	MNXR4328
bigg:PLIPA2A141pp	MNXR51033
bigg:PLIPA2A160pp	MNXR4330
bigg:PLIPA2A161pp	MNXR4331
bigg:PLIPA2A180pp	MNXR4332
bigg:PLIPA2A181pp	MNXR4333
bigg:PLIPA2E120pp	MNXR4334
bigg:PLIPA2E140pp	MNXR4335
bigg:PLIPA2E141pp	MNXR51034
bigg:PLIPA2E160pp	MNXR4337
bigg:PLIPA2E161pp	MNXR4338
bigg:PLIPA2E180pp	MNXR4339
bigg:PLIPA2E181pp	MNXR4340
bigg:PLIPA2G120pp	MNXR4341
bigg:PLIPA2G140pp	MNXR4342
bigg:PLIPA2G141pp	MNXR51035
bigg:PLIPA2G160pp	MNXR4344
bigg:PLIPA2G161pp	MNXR4345
bigg:PLIPA2G180pp	MNXR4346
bigg:PLIPA2G181pp	MNXR4347
bigg:PLIPA3	MNXR51036
bigg:PLYSPSer	MNXR4349
bigg:PLYSSA_SA2	MNXR4350
bigg:PMANM	MNXR4351
bigg:PMDPHT	MNXR4352
bigg:PMETM_SC	MNXR32213
bigg:PMEVK	MNXR55839
bigg:PMEVKx	MNXR55839
bigg:PMI12346PH	MNXR4355
bigg:PMI12346PHn	MNXR4355
bigg:PMI1346PH	MNXR51037
bigg:PMI1346PHn	MNXR51037
bigg:PMPK	MNXR55840
bigg:PMTCOAtx	MNXR4358
bigg:PNCDC	MNXR4359
bigg:PNP	MNXR4360
bigg:PNTEH	MNXR4361
bigg:PNTK	MNXR4362
bigg:PNTKm	MNXR4362
bigg:PNTOt2	MNXR4363
bigg:PNTOt4	MNXR4364
bigg:PNTOt4pp	MNXR4364
bigg:PNTOt5	MNXR4365
bigg:PNTOtex	MNXR4366
bigg:POLYAO	MNXR4367
bigg:POLYAO2	MNXR4368
bigg:POR2	MNXR4369
bigg:POR3	MNXR4370
bigg:POX	MNXR55841
bigg:POX2	MNXR4372
bigg:PPA	MNXR4373
bigg:PPA2	MNXR4374
bigg:PPA2m	MNXR4374
bigg:PPAKr	MNXR4375
bigg:PPALtex	MNXR4376
bigg:PPALtpp	MNXR4376
bigg:PPAP	MNXR4377
bigg:PPA_1	MNXR4373
bigg:PPAer	MNXR4373
bigg:PPAm	MNXR4373
bigg:PPAn	MNXR4373
bigg:PPAt	MNXR4378
bigg:PPAt4pp	MNXR4379
bigg:PPAtex	MNXR4378
bigg:PPAtm	MNXR4378
bigg:PPAtr	MNXR4378
bigg:PPBNGS	MNXR4380
bigg:PPC	MNXR4381
bigg:PPCDC	MNXR4382
bigg:PPCK	MNXR4383
bigg:PPCKr	MNXR4383
bigg:PPCOAC	MNXR47259
bigg:PPCOACm	MNXR47259
bigg:PPCOAOm	MNXR55842
bigg:PPCSCT	MNXR4386
bigg:PPD2CSPp	MNXR732
bigg:PPDIMAS	MNXR4387
bigg:PPDIMAT	MNXR4388
bigg:PPDK	MNXR4389
bigg:PPDOx	MNXR30684
bigg:PPDOy	MNXR32233
bigg:PPGKr	MNXR55521
bigg:PPGPPDP	MNXR55843
bigg:PPItr	MNXR4392
bigg:PPItx	MNXR4392
bigg:PPK2	MNXR4393
bigg:PPK2r	MNXR4393
bigg:PPKr	MNXR4394
bigg:PPM	MNXR55844
bigg:PPM2	MNXR4396
bigg:PPMI12346Ptn	MNXR4397
bigg:PPMI1346Ptn	MNXR4398
bigg:PPNCL	MNXR55845
bigg:PPNCL2	MNXR4400
bigg:PPNCL3	MNXR4401
bigg:PPND	MNXR4402
bigg:PPND2	MNXR4403
bigg:PPNDH	MNXR4404
bigg:PPOR	MNXR4405
bigg:PPPG9tm	MNXR4406
bigg:PPPGO	MNXR55846
bigg:PPPGO3	MNXR55847
bigg:PPPGOm	MNXR55846
bigg:PPPItn	MNXR4409
bigg:PPPNDO	MNXR4410
bigg:PPPNt2r	MNXR4411
bigg:PPPNt2rpp	MNXR4411
bigg:PPPNtex	MNXR4412
bigg:PPRDNDH	MNXR4413
bigg:PPS	MNXR4414
bigg:PPTGS	MNXR55848
bigg:PPTGS_KT	MNXR55849
bigg:PPTGS_TB1	MNXR55850
bigg:PPTGS_TB2	MNXR55851
bigg:PPTHpp	MNXR55852
bigg:PPTtex	MNXR4420
bigg:PRAGS	MNXR4421
bigg:PRAGSr	MNXR4421
bigg:PRAI	MNXR4422
bigg:PRAIS	MNXR55853
bigg:PRAIi	MNXR4422
bigg:PRAMPC	MNXR4424
bigg:PRASCS	MNXR4425
bigg:PRASCSi	MNXR4425
bigg:PRATPP	MNXR4426
bigg:PRDX	MNXR55854
bigg:PRDXl	MNXR55854
bigg:PREPHACPH	MNXR47417
bigg:PREPPACPH	MNXR47418
bigg:PREPTHS	MNXR4430
bigg:PREPTHS2	MNXR4431
bigg:PREPTTA	MNXR47419
bigg:PRFGS	MNXR55855
bigg:PRGNLONESULT	MNXR55856
bigg:PRGNLONEtm	MNXR4435
bigg:PRGNLONEtr	MNXR4435
bigg:PRISTANALtx	MNXR4436
bigg:PRISTCOAtx	MNXR4437
bigg:PRISTtx	MNXR4438
bigg:PRMICI	MNXR4439
bigg:PRMICIi	MNXR4439
bigg:PRO1x	MNXR4062
bigg:PRO1xm	MNXR4062
bigg:PROAKGOX1r	MNXR4440
bigg:PROD2	MNXR55857
bigg:PROD2m	MNXR55857
bigg:PRODt2r	MNXR4442
bigg:PRODt2rL	MNXR4442
bigg:PROGLYabcpp	MNXR55858
bigg:PROGLYtex	MNXR55859
bigg:PROSTGD2t	MNXR32256
bigg:PROSTGE1t	MNXR32257
bigg:PROSTGE1t3	MNXR4447
bigg:PROSTGE2t	MNXR32259
bigg:PROSTGE2t2	MNXR4449
bigg:PROSTGE2t3	MNXR4450
bigg:PROSTGF2t	MNXR4451
